ID_INTERFAZ,CD_UNIDAD_OPERATIVA,UNIDAD_OPERATIVA,SISTEMA_ORIGEN,TIPO_DOCUMENTO,TIPO_MOVIMIENTO,COORDINADO,IMPUESTO,ORIGEN_TRANSACCION,TIPO_TRANSACCION_AR,METODO_RECIBO,UNIDAD_NEGOCIO_ORIGEN,NOMBRE_FISCAL_ORIGEN,EMPRESA_ORIGEN,RFC_ORIGEN,UNIDAD_NEGOCIO_DESTINO,NOMBRE_FISCAL_DESTINO,EMPRESA_DESTINO,RFC_DESTINO,SUCURSAL_VENTA,ORIGEN_SERVICIO,DESTINO_SERVICIO,SERVICIO,CONCEPTO_MODALIDAD,FORMA_PAGO,SUMARIZADO,APLICA_AR,APLICA_AP,CUENTA_INGRESOS,CUENTA_COBRAR,CUENTA_IMPUESTO,CUENTA_RETENCION,CUENTA_AP,ADICIONAL1,ADICIONAL2,ADICIONAL3,ADICIONAL4,ADICIONAL5,ADICIONAL6,ADICIONAL7,ADICIONAL8,ADICIONAL9,ADICIONAL10,CREATION_DATE,CREATED_BY,LAST_UPDATE_DATE,LAST_UPDATED_BY,LAST_UPDATE_LOGIN,CUENTA_INGRESOS_DESC,CUENTA_COBRAR_DESC,CUENTA_IMPUESTO_DESC,CUENTA_RETENCION_DESC,CUENTA_AP_DESC,MEMO_LINE,RECEIPT_METHOD_ID,ORGANIZATION_ID,UNIDAD_OPERATIVA_DESTINO,AP_TERCEROS,CONCILIACION,PREFIJO_CONC,MASCARA_CONC,SUBFIJO_CONC,FRECUENCIA_CONC,TOLERANCIA_CONC
2893,103,TTP_BU,PORTAL*,FACTURA,INTERCOS,,TAS-IVAEXE,FACTURAS TTP,TRANSACCION INTER TT,,,,,TTP050504P51,,,,AMP521016875,WEB,,,VENTAS MISCELANEAS,CARGO POR CAMBIO DE HORARIO,BBV,,SI,SI,11-00-00-1199-000-00-0000-2204101-0000-00000,11-00-01-1199-000-00-0000-1111007-0000-00000,,,02-04-0000-00-2214,,,,,,,,,,,,-1,,-1,1,TTP-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,TTP-NA-AMPERSA-Administración-NA-NA-NA-Traspasos  de Filiales-NA-NA,,,,TMS-VENTAS MISCELANEAS-CARGO POR CAMBIO DE HORARIO,,3E+14,,,,,,,,
3546,,CONTERSA_BU,TMS,FACTURA,PROPIO,,,,TRANSACCIONES CT TMS,,,,,CTE060224DA3,,,,,PASDEST,,,SERVICIODEEVENTOSCT,,EFE,,SI,NO,,,,,,,,,,,,,,,,,1,,1,1,,,,,,TMS-SERVICIO DE TURISMO CT---EFE-,,3E+14,,,,,,,,
3547,,CONTERSA_BU,TMS,FACTURA,PROPIO,,,,TRANSACCIONES CT TMS,,,,,CTE060224DA3,,,,,ZOCALO,,,SERVICIODEEVENTOSCT,,EFE,,SI,NO,,,,,,,,,,,,,,,,,1,,1,1,,,,,,TMS-SERVICIO DE TURISMO CT---EFE-,,3E+14,,,,,,,,
3606,,TTP_BU,TMS,FACTURA,PROPIO,,,,FACTURA TTP,,,,,TTP050504P51,,,,,WEB,,,INTERMEDIO,,CRE,,SI,NO,,,,,,,,,,,,,,,,,1,,1,1,,,,,,TMS-TRANSACCION TTP AGV---EFE-AR_IVA16,,3E+14,,,,,,,,
3607,,TTP_BU,TMS,FACTURA,PROPIO,,,,FACTURA TTP,,,,,TTP050504P51,,,,,WEB,,,DIRECTO TTP,,CRE,,SI,NO,,,,,,,,,,,,,,,,,1,,1,1,,,,,,TMS-TRANSACCION TTP AGV---EFE-AR_IVA16,,3E+14,,,,,,,,
3254,,TTP_BU,TMS,FACTURA,PROPIO,,TAS-IVAAR16%,FACTURAS TTP,TRANSACCION TTP TMS,,,,,TTP050504P51,,,,METJ000000000,CAPSETEX,,,INTERMEDIO,,CRE,,SI,,11-00-00-1199-000-00-0000-2204101-0000-00000,11-00-00-1112-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,AMPERSA-NA-TTP-Administración-NA-NA-NA-Venta a terceros-NA-NA,TTP-NA-NA-SETEX-NA-NA-NA-Cofre-NA-NA,,,,TMS-INTERMEDIO---CRE-,,3E+14,,,,,,,,
3255,,TTP_BU,TMS,FACTURA,PROPIO,,TAS-IVAEXE,FACTURAS TTP,TRANSACCION TTP TMS,,,,,TTP050504P51,,,,METJ000000000,CAPSETEX,,,DIRECTO TTP,,CRE,,SI,,11-00-00-1199-000-00-0000-2204101-0000-00000,11-00-00-1112-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,AMPERSA-NA-TTP-Administración-NA-NA-NA-Venta a terceros-NA-NA,TTP-NA-NA-SETEX-NA-NA-NA-Cofre-NA-NA,,,,TMS-DIRECTO TTP---CRE-,,3E+14,,,,,,,,
3256,,TTP_BU,TMS,FACTURA,PROPIO,,TAS-IVAEXE,FACTURAS TTP,TRANSACCION TTP TMS,,,,,TTP050504P51,,,,METJ000000000,CAPSETEX,,,INTERMEDIO PISTA,,CRE,,SI,,11-00-00-1199-000-00-0000-2204101-0000-00000,11-00-00-1112-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,AMPERSA-NA-TTP-Administración-NA-NA-NA-Venta a terceros-NA-NA,TTP-NA-NA-SETEX-NA-NA-NA-Cofre-NA-NA,,,,TMS-INTERMEDIO PISTA---CRE-,,3E+14,,,,,,,,
2747,103,TTP_BU,TMS,FACTURA,PROPIO,,TAS-IVAEXE,FACTURAS TTP,TRANSACCION TTP TMS,SANTANDER_8285,,,,TTP050504P51,,,,XAXX010101000,SMA,,,INTERMEDIO ATH,,EFE,,SI,NO,11-00-00-1199-000-00-0000-2204101-0000-00000,11-00-00-1103-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,4.04181E+16,,TTP-NA-NA-Administración-NA-NA-NA-ATAH-NA-NA,TTP-NA-NA-San Martin-NA-NA-NA-Cofre-NA-NA,,,,TMS-INTERMEDIO ATH---EFE-AR_IVA_EXENTO,,3E+14,,,SI,,DDMMRRRR,SATAT,D,
2872,103,TTP_BU,TMS,FACTURA,PROPIO,,TAS-IVAEXE,FACTURAS TTP,TRANSACCION TTP TMS,SANTANDER_8285,,,,TTP050504P51,,,,XAXX010101000,CAPU,,,VENTAS MISCELANEAS,INTERMEDIO TTP,EFE,,SI,NO,11-10-00-1101-107-00-0000-4400101-0000-00000,11-00-00-1101-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,4.04181E+16,1,TTP-Intermedio-NA-CAPU-Directos San Martin-NA-NA-Por Transporte de Pasajer-NA-NA,TTP-NA-NA-Huejotzingo-NA-NA-NA-Cofre-NA-NA,,,,TMS-VENTAS MISCELANEAS-INTERMEDIO TTP--EFE-AR_IVA_,,3E+14,,,SI,,DDMMRRRR,CAPUT,D,
2873,103,TTP_BU,TMS,FACTURA,PROPIO,,TAS-IVAEXE,FACTURAS TTP,TRANSACCION TTP TMS,,,,,TTP050504P51,,,,XAXX010101111,PCENSUR,,,DIRECTO TTP TTP,,EFE,,SI,NO,11-00-00-1199-000-00-0000-2204101-0000-00000,11-10-00-0000-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,TTP-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,TTP-Intermedio-NA-NA-NA-NA-NA-Cofre-NA-NA,,,,TMS-DIRECTO TTP---EFE-AR_IVA_16,,3E+14,,,,,,,,
2874,103,TTP_BU,PORTAL*,FACTURA,INTERCOS,,TAS-IVAEXE,FACTURAS TTP,TRANSACCION INTER TT,,,,,TTP050504P51,,,,AMP521016875,AERO,,,INTERMEDIO TTP,TERCEROS-ER,BBV,,SI,SI,11-00-00-1199-000-00-0000-2204101-0000-00000,11-00-01-1199-000-00-0000-1111007-0000-00000,,,02-04-0000-00-2214,,,,,,,,,,,,-1,,-1,1,TTP-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,TTP-NA-AMPERSA-Administración-NA-NA-NA-Traspasos  de Filiales-NA-NA,,,,TMS-INTERMEDIO TTP---EFE-AR_IVA16,,3E+14,,,,,,,,
3152,102,CONTERSA_BU,PORTAL*,FACTURA,INTERCOS,,TAS-IVAEXE,FACTURAS CONTERSA,TRANSACCION INTER CT,,,,,CTE060224DA3,,,,AMP521016875,PCENSUR,,,PULLMAN PRIMERA CLASE CT,TERCEROS-ER,BBV,,SI,SI,05-00-00-1199-000-00-0000-2204101-0000-00000,05-00-01-1199-000-00-0000-1111007-0000-00000,,,02-03-0000-00-2214,,,,,,,,,,,,-1,,-1,1,CONTACTOS-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,CONTACTOS-NA-AMPERSA-Administración-NA-NA-NA-Traspasos  de Filiales-NA-NA,,,,PORTAL*-PULLMAN PRIMERA CLASE CT1-TERCEROS-ER--BBV,,3E+14,,,,,,,,
3257,,TTP_BU,TMS,FACTURA,PROPIO,NO,TAS-IVAAR16%,FACTURAS TTP,TRANSACCION TTP TMS,,,,,TTP050504P51,,,,METJ000000000,CHALCO,,,INTERMEDIO,,CRE,,SI,,11-00-00-1199-000-00-0000-2204101-0000-00000,11-00-00-1402-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,TTP-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,TTP-NA-NA-Chalco-NA-NA-NA-Cofre-NA-NA,,,,TMS-INTERMEDIO---CRE-,,3E+14,,,,,,,,
3416,,VERSA_BU,DLIVER,NOTA DE CREDITO,PROPIO,,TAS-IVAAR16%,NC VERSA,NOTA DE CREDITO VER,,DLIVER,VIAJES ESTRELLA ROJA SA DE CV,DLIVER,VER870629GN3,,,,KCM810226DEA,JESSICA GAXIOLA TALAMANTES,,,Cartas Porte Dedicado,REFRIGERADOS,CRE,,SI,,06-00-3236-00-4111,,,,,,,,,,,,,,,,,,,,,,,,,DLIVER-Cartas Porte Dedicado-REFRIGERADOS--CRE-,,3E+14,,,,,,,,
3417,,VERSA_BU,DLIVER,NOTA DE CREDITO,PROPIO,,TAS-IVAAR16%,NC VERSA,NOTA DE CREDITO VER,,DLIVER,VIAJES ESTRELLA ROJA SA DE CV,DLIVER,VER870629GN3,,,,MNE0409226K9,DANNA QUIROGA DOMINGUEZ,,,Cartas Porte Viaje,REFRIGERADOS,CRE,,SI,,06-00-3236-00-4111,,,,,,,,,,,,,,,,,,,,,,,,,DLIVER-Cartas Porte Viaje-REFRIGERADOS--CRE-,,3E+14,,,,,,,,
3418,,VERSA_BU,DLIVER,NOTA DE CREDITO,PROPIO,,TAS-IVAAR16%,NC VERSA,NOTA DE CREDITO VER,,DLIVER,VIAJES ESTRELLA ROJA SA DE CV,DLIVER,VER870629GN3,,,,NWM9709244W4,DIEGO SOTO LABRADA,,,Cartas Porte Dedicado,REFRIGERADOS,CRE,,SI,,06-00-3236-00-4111,,,,,,,,,,,,,,,,,,,,,,,,,DLIVER-Cartas Porte Dedicado-REFRIGERADOS--CRE-,,3E+14,,,,,,,,
3419,,VERSA_BU,DLIVER,NOTA DE CREDITO,PROPIO,,TAS-IVAAR16%,NC VERSA,NOTA DE CREDITO VER,,DLIVER,VIAJES ESTRELLA ROJA SA DE CV,DLIVER,VER870629GN3,,,,KCM810226DEA,SIN ASIGNAR,,,,,CRE,,SI,,06-00-3236-00-4111,,,,,,,,,,,,,,,,,,,,,,,,,DLIVER----CRE-,,3E+14,,,,,,,,
3420,,VERSA_BU,DLIVER,NOTA DE CREDITO,PROPIO,,TAS-IVAAR16%,NC VERSA,NOTA DE CREDITO VER,,DLIVER,VIAJES ESTRELLA ROJA SA DE CV,DLIVER,VER870629GN3,,,,SAC920117AFA,DANNA QUIROGA DOMINGUEZ,,,Cartas Porte Viaje,REFRIGERADOS,CRE,,SI,,06-00-3236-00-4111,,,,,,,,,,,,,,,,,,,,,,,,,DLIVER-Cartas Porte Viaje-REFRIGERADOS--CRE-,,3E+14,,,,,,,,
3421,,VERSA_BU,DLIVER,NOTA DE CREDITO,PROPIO,,TAS-IVAAR16%,NC VERSA,NOTA DE CREDITO VER,,DLIVER,VIAJES ESTRELLA ROJA SA DE CV,DLIVER,VER870629GN3,,,,CCF121101KQ4,SIN ASIGNAR,,,,,CRE,,SI,,06-00-3236-00-4111,,,,,,,,,,,,,,,,,,,,,,,,,DLIVER----CRE-,,3E+14,,,,,,,,
4367,,TTP_BU,TMS,FACTURA,PROPIO,,,,TRANSACCION TTP TMS,,,,,TTP050504P51,,,,,PASDEST,,,VENTAS MISCELANEAS,INTERMEDIO TTP,EFE,,SI,NO,,,,,,,,,,,,,,,,,1,,1,1,,,,,,TMS-VENTAS MISCELANEAS-INTERMEDIO TTP--EFE-AR_IVA_,,3E+14,,,,,,,,
3406,103,TTP_BU,TMS,FACTURA,PROPIO,,,FACTURAS TTP,TRANSACCION TTP TMS,,,,,TTP050504P51,,,,XAXX010101000,WEB,,,VENTAS MISCELANEAS,CARGO POR CAMBIO DE HORARIO,BBV,,SI,,01-00-00-1199-000-00-0000-1101202-0000-00000,01-00-00-1199-000-00-0000-1101202-0000-00000,,,,,,,,,,,,,,,-1,,-1,,AMPERSA-NA-TTP-Administración-NA-NA-NA-Venta a terceros-NA-NA,AMPERSA-NA-NA-Administración-NA-NA-NA-Santander Compensación  3-NA-NA,,,,TMS-VENTAS MISC-CARGO X CAMBIO HORA-TODOS-AR_IVA16,,3E+14,,,,,,,,
2793,103,TTP_BU,TMS,FACTURA,PROPIO,,,FACTURAS TTP,TRANSACCION TTP TMS,,,,,TTP050504P51,,,,SDN8501014D2,CAPU,,,DIRECTO TTP,,OR1,,SI,,11-00-00-1199-000-00-0000-2204101-0000-00000,11-00-00-1101-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,TTP-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,TTP-NA-NA-CAPU-NA-NA-NA-Cofre-NA-NA,,,,TMS-DIRECTO TTP---OR1-,,3E+14,,,,,,,,
2130,103,TTP_BU,PORTAL*,FACTURA,INTERCOS,,TAS-IVAEXE,FACTURAS TTP,TRANSACCION TTP TMS,,,,,TTP050504P51,,,,AMP521016875,CHOL,,,SUPER RAPIDOS FEDERAL,TERCEROS-ER,BBV,,SI,SI,11-00-00-1199-000-00-0000-2204101-0000-00000,11-00-01-1199-000-00-0000-1111007-0000-00000,,,02-04-0000-00-2214,,,,,,,,,,,,-1,,-1,,AMPERSA-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,AMPERSA-NA-TTP-Administración-NA-NA-NA-Traspasos  de Filiales-NA-NA,,,AMPERSA-NA-TTP-Administración-NA-NA-NA-Venta a terceros-NA-NA,PORTAL*-INTERMEDIO PISTA-TERCEROS-ER--BBV-AR_IVA_E,,3E+14,,,,,,,,
2399,102,CONTERSA_BU,TMS,FACTURA,PROPIO,,TAS-IVAEXE,FACTURAS CONTERSA,TRANSACCIONES CT TMS,SANTANDER_0995,,,,CTE060224DA3,,,,XAXX010101000,ZOCALO,,,SERVICIO DE TURISMO CT,,EFE,,SI,NO,05-00-00-1199-000-00-0000-2204101-0000-00000,05-00-00-1114-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,4.04181E+16,,CONTACTOS-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,CONTACTOS-NA-NA-Zócalo-NA-NA-NA-Cofre-NA-NA,,,,TMS-SERVICIO DE TURISMO CT---EFE-,,3E+14,,,SI,,DDMMRRRR,ZOCT,D,
2187,,TTP_BU,PORTAL,FACTURA,INTERCOS,SI,AP_IVA16,FACTURAS TTP,FACTURA TTP,,,,,TTP050504P51,,,,AMP521016875,,,,COMISION POR VENTA DE BOLETOS BUAP,,NO APLICA,,SI,SI,11-02-01-1199-000-00-5101-6600301-0000-00000,11-00-01-1199-000-00-0000-1110301-0000-00000,,,01-02-11-1103-000-00-5101-5500510-0000-00000,,,,,,,,,,,,-1,,-1,,TTP-Directos-AMPERSA-Administración-NA-NA-Comercial-Ing. Por comisiones por V-NA-NA,TTP-NA-AMPERSA-Administración-NA-NA-NA-Clientes Interco-NA-NA,,,AMPERSA-Directos-TTP-San Martin-NA-NA-Comercial-Comisiones Mercantiles-NA-NA,,,3E+14,,,,,,,,
2398,102,CONTERSA_BU,TMS,FACTURA,PROPIO,,TAS-IVAEXE,FACTURAS CONTERSA,TRANSACCIONES CT TMS,SANTANDER_0995,,,,CTE060224DA3,,,,XAXX010101000,ZOCALO,,,SERVICIO DE TURISMO TRANVIA CT1,,EFE,,SI,NO,05-00-00-1199-000-00-0000-2204101-0000-00000,05-00-00-1114-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,4.04181E+16,1,CONTACTOS-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,CONTACTOS-NA-NA-Zócalo-NA-NA-NA-Cofre-NA-NA,,,,TMS-SERVICIO DE TURISMO TRANVIA CT---EFE-,,3E+14,,,SI,,DDMMRRRR,ZOCT,D,
2515,102,CONTERSA_BU,TMS,FACTURA,PROPIO,,TAS-IVAEXE,FACTURAS CONTERSA,TRANSACCIONES CT TMS,SANTANDER_0995,,,,CTE060224DA3,,,,XAXX010101000,SMA,,,SERVICIO DE TURISMO CT,,EFE,,SI,NO,05-00-00-1199-000-00-0000-2204101-0000-00000,05-00-00-1403-119-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,4.04181E+16,,CONTACTOS-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,CONTACTOS-NA-NA-Perinorte-Multimodal-NA-NA-Cofre-NA-NA,,,,TMS-SERVICIO DE TURISMO CT---EFE-,,3E+14,,,SI,,DDMMRRRR,SMAT,D,
2518,102,CONTERSA_BU,TMS,FACTURA,PROPIO,,TAS-IVAEXE,FACTURAS CONTERSA,TRANSACCIONES CT TMS,,,,,CTE060224DA3,,,,XAXX010101000,ZOCALO,,,SERVICIO DE TURISMO TRANVIA CT,,EFE,,SI,,05-00-00-1199-000-00-0000-2204101-0000-00000,05-00-00-1114-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,CONTACTOS-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,CONTACTOS-NA-NA-Zócalo-NA-NA-NA-Cofre-NA-NA,,,,TMS-SERVICIO DE TURISMO TRANVIA CT---EFE-,,3E+14,,,,,,,,
2568,101,AMPERSA_BU,TMS,FACTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,TMS-----,,3E+14,,,,,,,,
3019,,TTP_BU,TMS,FACTURA,PROPIO,,TAS-IVAEXE,FACTURAS TTP,TRANSACCION TTP TMS,,,,,TTP050504P51,,,,,SMA,,,DIRECTO EORO ERO,,EFE,,SI,,11-00-00-1199-000-00-0000-2204101-0000-00000,11-00-00-1103-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,TTP-Intermedio-NA-CAPU-Estrella de Oro-NA-NA-Por Transporte de Pasajer-NA-NA,TTP-NA-NA-San Martin-NA-NA-NA-Cofre-NA-NA,,,,TMS-DIRECTO EORO ERO---EFE-,,3E+14,,,,,,,,
2880,102,CONTERSA_BU,PORTAL,FACTURA,TERCEROS,,,FACTURAS CONTERSA,FACTURA CTE,,,,,CTE060224DA3,,,,EJA110318PL5,,,,ACTIVO FIJO,,TODOS,,SI,,05-00-00-1199-000-00-0000-6610101-0000-00000,05-00-00-1199-000-00-0000-1110102-0000-00000,,,,,,,,,,,,,,,-1,,-1,,CONTACTOS-NA-NA-Administración-NA-NA-NA-Equipo de Transporte-NA-NA,CONTACTOS-NA-NA-Administración-NA-NA-NA-Clientes Crédito-NA-NA,,,,,,3E+14,,,,,,,,
2830,103,TTP_BU,TMS,FACTURA,PROPIO,,TAS-IVAAR16%,FACTURAS TTP,TRANSACCION TTP TMS,SANTANDER_8285,,,,TTP050504P51,,,,XAXX010101000,CAR,,,VENTAS MISCELANEAS,INTERMEDIO TTP,EFE,,SI,NO,11-00-01-1199-000-00-0000-2201006-0000-00000,11-00-00-1206-000-00-0000-1100102-0000-00000,,,,,,,,,,,,,,,-1,,4.04181E+16,,TTP-NA-AMPERSA-Administración-NA-NA-NA-Venta a terceros-NA-NA,TTP-NA-NA-Cárcel de Mujeres-NA-NA-NA-Cofre-NA-NA,,,,TMS-VENTAS MISCELANEAS-INTERMEDIO TTP--EFE-AR_IVA_,,3E+14,,,SI,,DDMMRRRR,CART,D,
3198,103,TTP_BU,PORTAL*,FACTURA,INTERCOS,,TAS-IVAEXE,FACTURAS TTP,TRANSACCION TTP TMS,,,,,ATA641202QA9,,,,AMP521016875,SMA,,,INTERMEDIO ATH,TERCEROS-ER,BBV,,SI,SI,11-00-00-1199-000-00-0000-2204101-0000-00000,11-00-01-1199-000-00-0000-1111007-0000-00000,,,,,,,,,,,,,,,-1,,-1,,TTP-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,TTP-NA-AMPERSA-Administración-NA-NA-NA-Traspasos  de Filiales-NA-NA,,,,PORTAL*-INTERMEDIO ATH-TERCEROS-ER--BBV-AP_IVA_NO,,3E+14,,,,,,,,
3200,102,CONTERSA_BU,PORTAL*,FACTURA,INTERCOS,,TAS-IVAEXE,FACTURAS CONTERSA,TRANSACCION INTER CT,,,,,CTE060224DA3,,,,AMP521016875,CHOL,,,SERVICIO DE TURISMO CT,TERCEROS-ER,BBV,,SI,SI,05-00-00-1199-000-00-0000-2204101-0000-00000,05-00-01-1199-000-00-0000-1111007-0000-00000,,,02-03-0000-00-2214,,,,,,,,,,,,-1,,-1,1,CONTACTOS-NA-NA-Administración-NA-NA-NA-Boletos pendientes de via-NA-NA,CONTACTOS-NA-AMPERSA-Administración-NA-NA-NA-Traspasos  de Filiales-NA-NA,,,,PORTAL*-SERVICIO DE TURISMO CT-TERCEROS-ER--BBV-AR,,3E+14,,,,,,,,
4506,,TTP_BU,PORTAL*,FACTURA,INTERCOS,,,,TRANSACCION INTER TT,,,,,TTP050504P51,,,,AMP521016875,AERO,,,EBUS TTP1,TERCEROS-ER,AMX,,SI,SI,,,,,,,,,,,,,,,,,4.04181E+16,,,,,,,,,PORTAL*-EBUS TTP1-TERCEROS-ER--AMX-AR_IVA16,,3E+14,,,,,,,,
4507,,AMPERSA_BU,TMS,FACTURA,TERCEROS,,,,TRANSACCIONES ER TMS,SANTANDER_3550,,,,AMP521016875,,,,XAXX010101000,AERO,,,EBUS TTP1,,AMX,,SI,SI,,,,,,,,,,,,,,,,,4.04181E+16,,4.04181E+16,,,,,,,TMS-EBUS TTP1---AMX-AP_IVA_NO_GRAVADO,,3E+14,,,SI,AMEXCO SE 9350021532-,DDMMRRRR,,D,
4508,,TTP_BU,PORTAL*,FACTURA,INTERCOS,,,,TRANSACCION INTER TT,,,,,TTP050504P51,,,,AMP521016875,STAFE,,,VENTAS MISCELANEAS,DIFERENCIA POR HO,BBV,,SI,SI,,,,,,,,,,,,,,,,,4.04181E+16,,,,,,,,,TMS-VENTAS MISCELANEAS-CARGO POR CAMBIO DE HORARIO,,3E+14,,,,,,,,
4526,,TTP_BU,PORTAL*,FACTURA,INTERCOS,,,,TRANSACCION INTER TT,,,,,TTP050504P51,,,,AMP521016875,ZOCALO,,,DIRECTO TTP TTP,TERCEROS-ER,BBV,,SI,SI,,,,,,,,,,,,,,,,,4.04181E+16,,6.6671E+15,,,,,,,PORTAL*-DIRECTO TTP TTP-TERCEROS-ER--BBV-AR_IVA_EX,,3E+14,,,,,,,,
4546,,TTP_BU,PORTAL*,FACTURA,INTERCOS,,,,TRANSACCION INTER TT,,,,,TTP050504P51,,,,AMP521016875,PSNDIEGO,,,VENTAS MISCELANEAS,DIFERENCIA POR HO,BBV,,SI,SI,,,,,,,,,,,,,,,,,4.04181E+16,,,,,,,,,TMS VENTAS MISC CARGO X CAMBIO HORA-BBV-AR_IVA16,,3E+14,,,,,,,,
4547,,TTP_BU,PORTAL*,FACTURA,INTERCOS,,,,TRANSACCION INTER TT,,,,,TTP050504P51,,,,AMP521016875,CAPU,,,INTERMEDIO PISTA TTP,TERCEROS-ER,BBV,,SI,SI,,,,,,,,,,,,,,,,,4.04181E+16,,,,,,,,,PORTAL*-INTERMEDIO PISTA-TERCEROS-ER--BBV-AR_IVA_E,,3E+14,,,,,,,,
4586,,CONTERSA_BU,TMS,FACTURA,PROPIO,,,,TRANSACCIONES CT TMS,,,,,CTE060224DA3,,,,XAXX010101000,CAPUR,,,SERVICIO DE TURISMO,,EFE,,SI,NO,,,,,,,,,,,,,,,,,4.04181E+16,,4.04181E+16,,,,,,,TMS-SERVICIO DE TURISMO---EFE-RECAUDA,,3E+14,,,SI,,DDMMRRRR,ZOCALO,D,10
4566,,TTP_BU,TMS,FACTURA,PROPIO,,,,TRANSACCION TTP TMS,,,,,TTP050504P51,,,,XAXX010101000,WEB,,,VENTAS MISCELANEAS,Bono bus DIRECTO TTP,BBV,,SI,NO,,,,,,,,,,,,,,,,,4.04181E+16,,4.04181E+16,,,,,,,TMS-BONOBUS DIRECTO TTP---WEB-AR_IVA16,,3E+14,,,,,,,,
4667,,AMPERSA_BU,TMS,FACTURA,PROPIO,,,,TRANSACCIONES ER TMS,SANTANDER_3550,,,,AMP521016875,,,,XAXX010101000,TAPO,,,VENTAS MISCELANEAS,CARGO POR CAMBIO DE HORARIO,BBV,,SI,NO,,,,,,,,,,,,,,,,,4.04181E+16,,4.04181E+16,,,,,,,TMS VENTAS MISC CARGO X CAMBIO HORA-BBV-AR_IVA16,,3E+14,,,SI,AFIL.-009181868-,DDMMRRRR,,D,
4606,,TTP_BU,PORTAL*,FACTURA,INTERCOS,,,,TRANSACCION INTER TT,,,,,TTP050504P51,,,,AMP521016875,CHOL,,,INTERMEDIO,TERCEROS-ER,AMX,,SI,NO,,,,,,,,,,,,,,,,,4.04181E+16,,4.04181E+16,,,,,,,PORTAL*-INTERMEDIO TTP-TERCEROS-ER--AMX-AR_IVA16,,3E+14,,,,,,,,
4626,,AMPERSA_BU,TMS,FACTURA,TERCEROS,,,,TRANSACCIONES ER TMS,,,,,AMP521016875,,,,XAXX010101000,CAPU,,,SERVICIO DE TURISMO CT1,,BBV,,SI,NO,,,,,,,,,,,,,,,,,4.04181E+16,,,,,,,,,TMS-SERVICIO DE TURISMO CT---BBV-AP_IVA_NO_GRAVADO,,3E+14,,,,,,,,
4627,,CONTERSA_BU,PORTAL*,FACTURA,INTERCOS,,,,TRANSACCION INTER CT,,,,,CTE060224DA3,,,,AMP521016875,CAPU,,,SERVICIO DE TURISMO CT1,TERCEROS-ER,BBV,,SI,NO,,,,,,,,,,,,,,,,,4.04181E+16,,,,,,,,,PORTAL*-SERVICIO DE TURISMO CT-TERCEROS-ER--BBV-AR,,3E+14,,,,,,,,
4646,,TTP_BU,TMS,FACTURA,PROPIO,,,,TRANSACCION TTP TMS,SANTANDER_8285,,,,TTP050504P51,,,,XAXX010101000,MIYANA,,,VENTAS MISCELANEAS,CARGO POR CAMBIO DE HORARIO,EFE,,SI,NO,,,,,,,,,,,,,,,,,4.04181E+16,,4.04181E+16,,,,,,,TMS-VENTAS MISCELANEAS-CARGO POR CAMBIO DE HORARIO,,3E+14,,,SI,,DDMMRRRR,MIYANA,S,
